product_type;exporter_cnpj;vol;port_of_export;country_of_destination
SOYBEANS;4485210001140;47000000.0;BARCARENA;CHINA (MAINLAND)
SOYBEANS;4485210001140;300954810.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;4485210001140;3159877.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;4485210001140;21389000.0;VITORIA;CHINA (MAINLAND)
SOYBEANS;4485210001140;5000000.0;SANTOS;JAPAN
SOYBEANS;4485210001140;22000000.0;SANTOS;TAIWAN
SOYBEANS;4485210001140;7500000.0;SANTOS;THAILAND
SOYBEANS;4485210001140;53520000.0;BARCARENA;TURKEY
SOYBEANS;4485210001140;32508330.0;SANTANA;TURKEY
SOYBEANS;4485210001816;69300000.0;BARCARENA;CHINA (MAINLAND)
SOYBEANS;4485210001816;10000000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;4485210001816;15424185.803;PARANAGUA;EUROPEAN UNION
SOYBEANS;4485210001816;20000000.0;BARCARENA;SPAIN
SOYBEANS;4485210002383;65035000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;4485210002383;3000000.0;VITORIA;CHINA (MAINLAND)
SOYBEAN CAKE;4485210002383;2746887.1139999996;PARANAGUA;EUROPEAN UNION
SOYBEANS;4509941000459;283798.0;SANTOS;CHINA (MAINLAND)
SOYBEAN CAKE;4517940000103;45219.66;PARANAGUA;GUATEMALA
SOYBEAN CAKE;4520973000102;59385.6;SANTOS;BELGIUM
SOYBEAN CAKE;4749583000109;1920460.196;PARANAGUA;EUROPEAN UNION
SOYBEAN CAKE;4821041000108;32601939.708;PARANAGUA;POLAND
SOYBEAN CAKE;4821041000108;6289099.999999999;SALVADOR;ROMANIA
SOYBEAN CAKE;4821041000361;1047147.522;PARANAGUA;POLAND
SOYBEANS;4854422000185;5000000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;4854422000185;13711005.064;RIO GRANDE;INDONESIA
SOYBEAN CAKE;4854422000690;4789269.245999998;RIO GRANDE;VIETNAM
SOYBEANS;5056082000100;2000000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;5197599000119;5972801.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEAN CAKE;5197599000119;26459165.414;SALVADOR;SOUTH KOREA
SOYBEAN CAKE;5197599000119;7231946.4070000015;RIO GRANDE;VIETNAM
SOYBEAN CAKE;5252578000159;110795.384;RIO GRANDE;INDONESIA
SOYBEAN CAKE;5252578000159;82583.09999999999;RIO GRANDE;PAKISTAN
SOYBEANS;5257285000164;184420.0;PARANAGUA;FINLAND
SOYBEAN CAKE;5257285000164;2490511.437;PARANAGUA;FRANCE
SOYBEAN OIL;5257285000164;503927.0270136718;PARANAGUA;NETHERLANDS
SOYBEAN CAKE;5257285000164;802195.325;PARANAGUA;NORWAY
SOYBEANS;5257285000164;63420.0;PARANAGUA;THAILAND
SOYBEAN OIL;5257285000164;97924.38;PARANAGUA;UNITED STATES
SOYBEANS;5257285000164;209780.0;PARANAGUA;UNITED STATES
SOYBEANS;5257285000245;42310.0;PARANAGUA;THAILAND
SOYBEAN OIL;5257285000245;58911.34;PARANAGUA;UNITED STATES
SOYBEAN CAKE;5257285000326;1020123.9809999999;PARANAGUA;FRANCE
SOYBEAN OIL;5257285000326;101945.28;PARANAGUA;NETHERLANDS
SOYBEAN CAKE;5257285000326;941797.88;PARANAGUA;NORWAY
SOYBEAN OIL;5257285000326;531872.28;PARANAGUA;UNITED STATES
SOYBEAN CAKE;5289245000285;2268478.37;SALVADOR;ROMANIA
SOYBEANS;5289245000366;4836049.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;5289245000366;525911.0;SALVADOR;CHINA (MAINLAND)
SOYBEAN CAKE;5408755000143;56292599.99999999;SANTOS;NETHERLANDS
SOYBEANS;5420042000103;2000000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;5420042000103;1000000.0;PARANAGUA;IRAN
SOYBEAN CAKE;5489028000158;2105186.528;PARANAGUA;POLAND
SOYBEANS;5492968000104;343366310.25;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;5492968000104;126919268.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;5492968000104;66996.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;5492968000104;296297937.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;5492968000104;15000000.0;VITORIA;CHINA (MAINLAND)
SOYBEANS;5492968000104;22500000.0;SAO LUIS;EUROPEAN UNION
SOYBEANS;5492968000104;122106.0;SANTOS;PHILIPPINES
SOYBEANS;5492968000104;425000.0;PARANAGUA;THAILAND
SOYBEANS;5492968000104;4450000.0;VITORIA;THAILAND
SOYBEANS;5492968000104;13051446.0;SAO LUIS;TURKEY
SOYBEANS;5492968000104;613672.0;SANTOS;VIETNAM
SOYBEANS;5492968000287;107686.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;5492968000287;3938854.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;5492968000368;66000000.0;VITORIA;MALAYSIA
SOYBEANS;5492968000449;68060085.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;5492968000449;66000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;5492968000449;2500000.0;SAO LUIS;EUROPEAN UNION
SOYBEANS;5492968000449;5000000.0;SAO LUIS;THAILAND
SOYBEANS;5492968000449;2107010.0;PARANAGUA;VIETNAM
SOYBEANS;5492968000520;185226874.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;5492968000520;8000000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;5492968000520;7500000.0;SAO LUIS;SPAIN
SOYBEANS;5492968000791;162000000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;5492968000791;1061146.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;5492968000953;60000000.0;RIO GRANDE;SLOVENIA
SOYBEANS;5492968000953;8000000.0;VITORIA;THAILAND
SOYBEANS;5492968002069;103500000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;5492968002069;15000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;5521168000166;9390000.0;SANTOS;CHINA (MAINLAND)
SOYBEAN OIL;5528196000105;515500.0;PARANAGUA;BANGLADESH
SOYBEAN OIL;5528196000105;1031000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN OIL;5528196000105;515500.0;PARANAGUA;INDIA
SOYBEANS;5683277000503;16000000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;5683277000694;7543696.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;5683277003103;185759.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;5683277003103;3502100.8;SANTOS;INDONESIA
SOYBEANS;5683277003103;3882452.0;PARANAGUA;PAKISTAN
SOYBEANS;5787644000195;3919391.0;RIO GRANDE;THAILAND
SOYBEANS;5928246000141;9939287.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;6315338000119;6000000.0;BARCARENA;ALGERIA
SOYBEANS;6315338000119;4173105.0;PARANAGUA;BANGLADESH
SOYBEANS;6315338000119;10000000.0;BARCARENA;CHINA (MAINLAND)
SOYBEANS;6315338000119;292897410.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;6315338000119;48153338.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;6315338000119;64300000.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;6315338000119;17500000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;6315338000119;3500000.0;SAO LUIS;EUROPEAN UNION
SOYBEAN OIL;6315338000119;605681.57;PARANAGUA;INDIA
SOYBEAN CAKE;6315338000119;5155000.0;SANTOS;INDONESIA
SOYBEANS;6315338000119;33380000.0;PARANAGUA;PAKISTAN
SOYBEAN CAKE;6315338000119;61859999.99999999;RIO GRANDE;SLOVENIA
SOYBEANS;6315338000119;3343642.0;PARANAGUA;SOUTH KOREA
SOYBEANS;6315338000119;10000000.0;VITORIA;TAIWAN
SOYBEANS;6315338000119;1761348.0;SAO LUIS;TURKEY
SOYBEANS;6315338000119;5393620.0;PARANAGUA;VIETNAM
SOYBEANS;6315338000119;3000000.0;SAO LUIS;VIETNAM
SOYBEANS;6315338000380;69495000.0;BARCARENA;CHINA (MAINLAND)
SOYBEANS;6315338000380;28400000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;6315338000380;15300000.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;6315338000380;45968484.0;BARCARENA;EUROPEAN UNION
SOYBEAN CAKE;6315338000380;44333000.0;SANTOS;INDONESIA
SOYBEANS;6315338000461;117290667.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;6315338000461;8753733.0;PARANAGUA;VIETNAM
SOYBEAN CAKE;6315338000542;56704999.99999999;RIO GRANDE;FRANCE
SOYBEANS;6315338000623;63912000.0;BARCARENA;CHINA (MAINLAND)
SOYBEANS;6315338000895;60000000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;6315338000895;198850000.0;VITORIA;CHINA (MAINLAND)
SOYBEANS;6315338000895;14750000.0;VITORIA;THAILAND
SOYBEANS;6315338000976;66780000.0;BARCARENA;CHINA (MAINLAND)
SOYBEANS;6315338001190;9544856.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;6315338001352;71500000.0;SANTOS;THAILAND
SOYBEANS;6315338001352;67600000.0;BARCARENA;TURKEY
SOYBEANS;6315338001433;69613000.0;BARCARENA;CHINA (MAINLAND)
SOYBEANS;6315338001433;8900000.0;SALVADOR;CHINA (MAINLAND)
SOYBEANS;6315338001433;10000000.0;SALVADOR;PAKISTAN
SOYBEANS;6315338001433;9731978.5;SALVADOR;SPAIN
SOYBEANS;6315338001514;468000000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;6315338001514;66000000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;6315338001514;29231289.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;6315338001514;60000000.0;RIO GRANDE;GIBRALTAR
SOYBEAN CAKE;6315338001514;66695389.99999999;RIO GRANDE;SINGAPORE
SOYBEAN CAKE;6315338001514;121658000.0;RIO GRANDE;SLOVENIA
SOYBEAN CAKE;6315338001514;61859999.99999999;RIO GRANDE;SPAIN
SOYBEANS;6315338001514;60000000.0;RIO GRANDE;SPAIN
SOYBEANS;6315338001514;16878000.0;RIO GRANDE;TAIWAN
SOYBEANS;6315338001603;9093635.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN OIL;6315338001603;4020900.0;PARANAGUA;MADAGASCAR
SOYBEANS;6315338001603;33000000.0;BARCARENA;TUNISIA
SOYBEANS;6315338001948;7500000.0;SAO LUIS;SPAIN
SOYBEANS;6315338001948;11878708.0;SALVADOR;TAIWAN
SOYBEANS;6315338002324;81450000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;6315338002324;5300000.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;6315338002324;6000000.0;SAO LUIS;EUROPEAN UNION
SOYBEANS;6315338002324;32200000.0;BARCARENA;GIBRALTAR
SOYBEANS;6315338002324;65000000.0;SANTOS;INDONESIA
SOYBEANS;6315338002324;15000000.0;SAO FRANCISCO DO SUL;PAKISTAN
SOYBEANS;6315338002324;32000000.0;BARCARENA;TURKEY
SOYBEANS;6315338002405;71909000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;6315338002405;11500000.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;6315338002405;12700000.0;VITORIA;CHINA (MAINLAND)
SOYBEANS;6315338002405;61864000.0;BARCARENA;SINGAPORE
SOYBEANS;6315338002405;2536000.0;VITORIA;VIETNAM
SOYBEANS;6315338003053;70000000.0;BARCARENA;TURKEY
SOYBEANS;6315338003134;68400000.0;BARCARENA;CHINA (MAINLAND)
SOYBEANS;6315338015060;60500000.0;RIO GRANDE;BANGLADESH
SOYBEAN CAKE;6315338015060;67014999.99999999;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;6315338015060;184280000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;6315338015060;3300000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;6315338015060;14000000.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;6315338015060;11000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEAN CAKE;6315338015060;64952999.99999999;SANTOS;INDONESIA
SOYBEANS;6315338015140;12000000.0;RIO GRANDE;BANGLADESH
SOYBEANS;6315338015140;140000000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;6315338015140;60000000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;6315338015140;13000000.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;6315338015140;66000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEAN CAKE;6315338015140;64839589.99999999;SANTOS;INDONESIA
SOYBEANS;6315338015140;132000000.0;BARCARENA;ITALY
SOYBEAN CAKE;6315338015140;51549999.99999999;RIO GRANDE;SLOVENIA
SOYBEAN CAKE;6315338015140;64952999.99999999;SANTOS;SPAIN
SOYBEANS;6315338015140;69300000.0;BARCARENA;TURKEY
SOYBEANS;6338993000192;4548699.0;RIO GRANDE;THAILAND
SOYBEANS;6855894000340;6397271.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;6855894000692;914606.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;6855894000692;30594.0;SAO LUIS;EUROPEAN UNION
SOYBEANS;6855894001311;8736769.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;7028528001270;132000000.0;SAO LUIS;THAILAND
SOYBEANS;7028528003133;60000000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;7028528004105;2373258.0;PARANAGUA;BANGLADESH
SOYBEANS;7028528004105;1943641.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;7028528004105;70363000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;7028528004296;38317337.0;PARANAGUA;BANGLADESH
SOYBEANS;7028528004296;541108162.25;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;7028528004296;6800000.0;PARANAGUA;IRAN
SOYBEAN CAKE;7028528004296;1134100.0;PARANAGUA;POLAND
SOYBEAN CAKE;7028528004296;2964606.477;PARANAGUA;SOUTH KOREA
SOYBEANS;7028528004296;36829.0;PARANAGUA;TAIWAN
SOYBEAN CAKE;7028528004539;64952999.99999999;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;7028528004539;583000000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;7028528005420;71744716.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;7028528005420;65974000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEAN OIL;7118089000134;53885.215;SANTOS;VENEZUELA
SOYBEAN OIL;7297789000133;42002.94;SANTOS;NETHERLANDS
SOYBEAN CAKE;7311802000161;631657.615;PARANAGUA;FRANCE
SOYBEANS;7424099000106;387941.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;7476312000115;1000000.0;RIO GRANDE;TAIWAN
SOYBEANS;7634590000820;10000000.0;SAO LUIS;EUROPEAN UNION
SOYBEAN CAKE;7634590000820;14313701.889;SALVADOR;ROMANIA
SOYBEAN OIL;7657789000105;1031000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN OIL;7657789000105;1031000.0;PARANAGUA;INDIA
SOYBEANS;7720307000106;62680.0;SANTOS;MEXICO
SOYBEAN CAKE;7810032000100;1326954.7359999998;PARANAGUA;THAILAND
SOYBEAN OIL;7903169001504;20444884.65;PARANAGUA;BANGLADESH
SOYBEANS;7903169001504;8200000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN OIL;7903169001504;773249.9999999999;PARANAGUA;EGYPT
SOYBEAN CAKE;7903169001504;6989583.051;PARANAGUA;EUROPEAN UNION
SOYBEAN CAKE;7903169001504;11026589.332999999;PARANAGUA;THAILAND
SOYBEAN CAKE;7903169001687;24772157.641;PARANAGUA;EUROPEAN UNION
SOYBEANS;8493354000127;2100000.0;PARANAGUA;IRAN
SOYBEAN OIL;8610006000192;39194.496;SANTOS;BELGIUM
SOYBEANS;8641174000145;200320.0;ITAJAI;NETHERLANDS
SOYBEANS;8641174000145;500600.0;SAO FRANCISCO DO SUL;NETHERLANDS
SOYBEAN CAKE;8842690000561;22561980.259;PARANAGUA;DENMARK
SOYBEAN CAKE;8870769000172;3228762.08;PARANAGUA;FRANCE
SOYBEAN CAKE;8880374000150;899609.3599999999;PARANAGUA;POLAND
SOYBEANS;8880374000150;884360.0;SANTOS;THAILAND
SOYBEAN CAKE;8938255000101;4765065.489999998;PARANAGUA;FRANCE
SOYBEAN CAKE;8938255000705;4213571.217999999;PARANAGUA;POLAND
SOYBEAN CAKE;8938255000705;3196099.9999999995;PARANAGUA;TURKEY
SOYBEAN CAKE;9071827000160;27909.17;PARANAGUA;GUATEMALA
SOYBEAN CAKE;9071827000160;26352.36;SAO FRANCISCO DO SUL;LITHUANIA
SOYBEAN CAKE;9071827000160;81747.98999999999;SAO FRANCISCO DO SUL;PORTUGAL
SOYBEAN CAKE;9071827000160;216510.0;SAO FRANCISCO DO SUL;SPAIN
SOYBEAN CAKE;9071827000160;52725.34;PARANAGUA;THAILAND
SOYBEAN CAKE;9071827000160;132071.09999999998;SAO FRANCISCO DO SUL;THAILAND
SOYBEAN CAKE;9071827000160;3491460.88;SAO FRANCISCO DO SUL;TURKEY
SOYBEAN CAKE;9071827000160;163001.09999999998;PARANAGUA;UNITED KINGDOM
SOYBEAN CAKE;9071827000160;422555.35;SAO FRANCISCO DO SUL;UNITED KINGDOM
SOYBEAN CAKE;9071827000160;104244.41;SAO FRANCISCO DO SUL;VENEZUELA
SOYBEANS;9077252000193;131277769.5;BARCARENA;CHINA (MAINLAND)
SOYBEANS;9077252000193;324534128.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;9077252000193;13407738.0;BARCARENA;EUROPEAN UNION
SOYBEANS;9077252000193;30000000.0;SAO LUIS;EUROPEAN UNION
SOYBEANS;9077252000193;7000000.0;SAO LUIS;MAURITIUS
SOYBEANS;9077252000193;8500000.0;SAO LUIS;SPAIN
SOYBEANS;9077252000193;48000000.0;SAO LUIS;THAILAND
SOYBEANS;9077252000193;5064692.0;SAO LUIS;TURKEY
SOYBEANS;9077252000193;4700000.0;SAO LUIS;VIETNAM
SOYBEAN OIL;9258268000100;1539429.4019999998;PARANAGUA;BANGLADESH
SOYBEANS;9258268000100;2361884.0;PARANAGUA;THAILAND
SOYBEAN CAKE;9258268000100;1695833.133;PARANAGUA;TURKEY
SOYBEAN CAKE;9357997000459;2025142.781;PARANAGUA;EUROPEAN UNION
SOYBEANS;9409968000140;1890312.0;SALVADOR;SPAIN
SOYBEANS;9412398000148;129240.0078125;SANTOS;FRANCE
SOYBEAN CAKE;9508910000154;3178078.12;PARANAGUA;FRANCE
SOYBEAN CAKE;9508910000154;4466684.811000002;SANTOS;INDONESIA
SOYBEAN CAKE;9508910000154;1752699.9999999998;SANTOS;VIETNAM
SOYBEANS;9597095000147;6125950.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;10515785000199;7000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;10515785000350;8807757.0;SAO LUIS;TURKEY
SOYBEANS;10515785002051;15100000.0;SAO LUIS;EUROPEAN UNION
SOYBEANS;10515785002213;23500000.0;SAO LUIS;EUROPEAN UNION
SOYBEANS;10515785002213;3600000.0;SAO LUIS;SPAIN
SOYBEANS;10515785002566;66000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;10515785002728;66150000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;10515785003457;7000000.0;SAO LUIS;SPAIN
SOYBEANS;10515785007282;66000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;10515785007282;7500.0;SAO LUIS;PORTUGAL
SOYBEAN CAKE;10642138000148;5339406.721999999;PARANAGUA;EUROPEAN UNION
SOYBEAN CAKE;10642138000148;12671557.05;SALVADOR;ROMANIA
SOYBEANS;10671911000102;6000000.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEAN CAKE;10915101000146;3092999.9999999995;PARANAGUA;SOUTH KOREA
SOYBEAN CAKE;10915101000146;3917800.0;PARANAGUA;TURKEY
SOYBEAN CAKE;10915101000146;2062000.0;SANTOS;TURKEY
SOYBEAN CAKE;10915101000499;13918499.999999998;PARANAGUA;EUROPEAN UNION
SOYBEAN CAKE;10915101000499;4191328.4239999996;PARANAGUA;FRANCE
SOYBEAN CAKE;10915101000731;11341000.0;PARANAGUA;EUROPEAN UNION
SOYBEAN CAKE;10915101000731;3020829.9999999995;PARANAGUA;FRANCE
SOYBEAN CAKE;10915101000731;7407421.5759999985;PARANAGUA;SOUTH KOREA
SOYBEAN CAKE;10915101000731;2577500.0;PARANAGUA;SPAIN
SOYBEAN CAKE;10915101000731;72170.0;PARANAGUA;TURKEY
SOYBEANS;10962697000135;37000000.0;SALVADOR;CHINA (MAINLAND)
SOYBEANS;10962697000135;412247814.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;10962697000135;22700000.0;SAO LUIS;EUROPEAN UNION
SOYBEANS;10962697000135;58000000.0;SAO LUIS;ISRAEL
SOYBEANS;10962697000135;10000000.0;SALVADOR;MAURITIUS
SOYBEANS;10962697000135;7000000.0;SAO LUIS;MAURITIUS
SOYBEANS;10962697000135;7200.0;SAO LUIS;PORTUGAL
SOYBEANS;10962697000135;1500000.0;SALVADOR;SPAIN
SOYBEANS;10962697000135;10000000.0;SAO LUIS;SPAIN
SOYBEANS;10962697000135;11000000.0;SALVADOR;TAIWAN
SOYBEANS;10962697000135;71178000.0;SAO LUIS;THAILAND
SOYBEANS;10962697000135;64613000.0;SAO LUIS;TURKEY
SOYBEANS;10962697000135;12000000.0;SAO LUIS;VIETNAM
SOYBEANS;10962697000216;56209992.0;SALVADOR;PORTUGAL
SOYBEANS;10962697000216;11000000.0;SALVADOR;SPAIN
SOYBEANS;10962697000305;15000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEAN CAKE;11092881000134;4740600.891;PARANAGUA;POLAND
SOYBEAN OIL;11122853000112;83527.496;PARANAGUA;BANGLADESH
SOYBEAN CAKE;11122853000112;174795.74;PARANAGUA;FRANCE
SOYBEANS;11552467000160;66000000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;12006181000142;6300000.0;VITORIA;CHINA (MAINLAND)
SOYBEANS;12006181000142;120992020.0;IMBITUBA;RUSSIAN FEDERATION
SOYBEANS;12006181000142;1236000.0;VITORIA;THAILAND
SOYBEANS;12006181001033;57032438.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;12006181001033;5000000.0;VITORIA;CHINA (MAINLAND)
SOYBEAN CAKE;12006181001033;1991836.326;SANTOS;POLAND
SOYBEANS;12006181001033;8300000.0;SANTOS;THAILAND
SOYBEANS;12006181001033;4150000.0;SANTOS;VIETNAM
SOYBEAN CAKE;12282034001762;1929396.904;PARANAGUA;POLAND
SOYBEANS;12282034001762;31131304.0;SANTOS;THAILAND
SOYBEAN CAKE;12282034001762;15524606.234;PARANAGUA;TURKEY
SOYBEANS;13009252000123;130169720.0;SANTOS;CHINA (MAINLAND)
SOYBEAN CAKE;13797986000114;5530923.22;PARANAGUA;POLAND
SOYBEANS;14796754000104;918120364.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;14796754000104;300364841.0;SANTOS;CHINA (MAINLAND)
SOYBEAN CAKE;14796754000104;2399446.3;PARANAGUA;FRANCE
SOYBEANS;14796754000104;19000000.0;SANTOS;JAPAN
SOYBEANS;14796754000104;15109871.0;SANTOS;PHILIPPINES
SOYBEAN CAKE;14796754000104;8247999.999999999;PARANAGUA;POLAND
SOYBEAN CAKE;14796754000104;1546499.9999999998;PARANAGUA;SLOVENIA
SOYBEAN CAKE;14796754000104;16956214.687;PARANAGUA;SOUTH KOREA
SOYBEANS;14796754000104;1850000.0;PARANAGUA;THAILAND
SOYBEANS;14796754000104;24314160.0;SANTOS;THAILAND
SOYBEANS;14796754000457;180324759.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;14796754000457;41682000.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;14796754000457;4300000.0;RIO GRANDE;TAIWAN
SOYBEANS;14796754000457;11000000.0;SAO FRANCISCO DO SUL;TAIWAN
SOYBEANS;14796754000538;97375670.25;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;14796754000538;8941553.7;PARANAGUA;FRANCE
SOYBEANS;14796754000538;20000000.0;PARANAGUA;INDONESIA
SOYBEAN CAKE;14796754000538;781492.845;PARANAGUA;POLAND
SOYBEANS;14796754000880;30000000.0;BARCARENA;ITALY
SOYBEANS;14796754000880;3951504.0;SANTOS;THAILAND
SOYBEANS;14796754000961;136580166.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;14796754000961;15021590.0;PARANAGUA;INDONESIA
SOYBEANS;14796754000961;5566706.0;PARANAGUA;IRAN
SOYBEAN CAKE;14796754000961;7216999.999999999;PARANAGUA;SOUTH KOREA
SOYBEAN CAKE;14796754000961;3092999.9999999995;PARANAGUA;SPAIN
SOYBEANS;14796754000961;37826.0;PARANAGUA;TAIWAN
SOYBEAN CAKE;14796754000961;25655735.982;PARANAGUA;TURKEY
SOYBEANS;14796754000961;5000000.0;PARANAGUA;VIETNAM
SOYBEANS;14796754001186;55000.0;BARCARENA;ITALY
SOYBEANS;14796754001186;55000000.0;BARCARENA;TURKEY
SOYBEAN OIL;14841272000129;84868.82699999999;SANTOS;VENEZUELA
SOYBEANS;14865724000102;38134.0;SANTOS;CHINA (MAINLAND)
SOYBEAN OIL;15494525000106;522498.42799999996;PARANAGUA;EGYPT
SOYBEANS;15527906000136;25298470.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;15527906000136;7000000.0;SALVADOR;CHINA (MAINLAND)
SOYBEANS;15527906000136;2000000.0;VITORIA;CHINA (MAINLAND)
SOYBEANS;15527906003313;4350000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;15527906003313;5155000.0;PARANAGUA;SINGAPORE
SOYBEAN CAKE;15527906003313;24139221.585999995;PARANAGUA;SOUTH KOREA
SOYBEANS;15527906003313;16500000.0;PARANAGUA;THAILAND
SOYBEAN CAKE;15527906003313;26084300.0;PARANAGUA;TURKEY
SOYBEANS;15527906003402;17823692.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;15527906003666;2742632.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN OIL;15527906003666;1237200.0;PARANAGUA;INDIA
SOYBEAN CAKE;15527906003666;44539200.0;PARANAGUA;SOUTH KOREA
SOYBEAN CAKE;15527906003666;29094820.0;SANTOS;VIETNAM
SOYBEANS;15527906003747;12127452.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEAN OIL;15552871000195;215753.246;SANTOS;LEBANON
SOYBEANS;15660513000104;15440000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;15660513000104;17370.0;PARANAGUA;JAPAN
SOYBEANS;15660513000104;4500000.0;PARANAGUA;VIETNAM
SOYBEANS;16346483900;1534496.0;RIO GRANDE;THAILAND
SOYBEAN OIL;16712996000106;2076265.947;SANTOS;VENEZUELA
SOYBEANS;17689853000185;109800.0;SANTOS;CHINA (MAINLAND)
SOYBEAN CAKE;17735753000148;30930000.0;MANAUS;BELGIUM
SOYBEAN OIL;17850842000135;540244.0;SANTOS;CHINA (MAINLAND)
