product_type;exporter_cnpj;vol;port_of_export;country_of_destination
SOYBEAN OIL;17850842000135;77228.086;SANTOS;PORTUGAL
SOYBEAN CAKE;18200245000128;6705743.596;PARANAGUA;FRANCE
SOYBEAN CAKE;18200245000128;4925969.535999998;PARANAGUA;TURKEY
SOYBEAN OIL;18338692000148;254067.26799999995;SAO FRANCISCO DO SUL;CHILE
SOYBEAN OIL;18338692000148;111793.39199999999;SANTOS;GUYANA
SOYBEAN OIL;18338692000148;29293.803;SAO FRANCISCO DO SUL;VENEZUELA
SOYBEANS;18364705000153;20060.0;SANTOS;JAPAN
SOYBEANS;18483666000103;5000000.0;BARCARENA;EUROPEAN UNION
SOYBEANS;18483666000103;31200000.0;BARCARENA;ITALY
SOYBEANS;18483666000103;35000000.0;BARCARENA;RUSSIAN FEDERATION
SOYBEANS;18483666000294;1436500.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;18483666000456;39563500.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;18483666000456;1000000.0;PARANAGUA;VIETNAM
SOYBEANS;18705246000124;2382919.0;PARANAGUA;BANGLADESH
SOYBEAN CAKE;18705246000124;10181125.0;PARANAGUA;INDONESIA
SOYBEAN OIL;18705246000396;2062000.0;PARANAGUA;BANGLADESH
SOYBEAN CAKE;19036108000162;55673.99999999999;SANTOS;BELGIUM
SOYBEANS;19036108000162;62400.0;SANTOS;BELGIUM
SOYBEANS;19441249000160;71000000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;19441249000160;139431000.0;SANTOS;SINGAPORE
SOYBEANS;19931971000183;4818.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;19931971000183;287225.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEAN OIL;20148953000109;1570450.13;PARANAGUA;BANGLADESH
SOYBEAN CAKE;20148953000109;4902735.950999999;PARANAGUA;DENMARK
SOYBEANS;20612931000158;3700000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;20612931000310;1549139.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;20612931000310;1000000.0;PARANAGUA;VIETNAM
SOYBEANS;21294708000172;182951679.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;21294708000172;113593484.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;21294708000172;65700000.0;VITORIA;CHINA (MAINLAND)
SOYBEANS;21294708000172;3000000.0;PARANAGUA;IRAN
SOYBEANS;21294708000172;70000000.0;VITORIA;SOUTH KOREA
SOYBEANS;21294708000172;275000.0;PARANAGUA;THAILAND
SOYBEANS;21294708000172;8000000.0;SANTOS;THAILAND
SOYBEANS;21294708000172;6600000.0;VITORIA;THAILAND
SOYBEANS;21294708000172;12814613.0;BARCARENA;TURKEY
SOYBEANS;21294708000172;8000000.0;PARANAGUA;VIETNAM
SOYBEANS;21294708000253;51681696.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;21294708000334;38229885.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;21294708000415;60000000.0;SANTOS;TAIWAN
SOYBEANS;21294708000687;90000000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEAN CAKE;21294708000687;63303399.99999999;RIO GRANDE;SLOVENIA
SOYBEANS;23150901000165;31500000.0;VITORIA;LITHUANIA
SOYBEANS;23150901000165;86800000.0;BARCARENA;RUSSIAN FEDERATION
SOYBEAN OIL;23150901000165;30930000.0;VITORIA;RUSSIAN FEDERATION
SOYBEAN OIL;24209543000181;187207.949;ITAJAI;VENEZUELA
SOYBEANS;24398349000191;327478.0;SANTOS;CHINA (MAINLAND)
SOYBEAN CAKE;24398349000272;5480229.981000002;PARANAGUA;INDONESIA
SOYBEAN CAKE;24542953000573;874610.703;SANTOS;INDONESIA
SOYBEANS;24891718000507;12404717.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;25142875000159;21070.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;25142875000159;15540.263;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;25142875000159;542235271.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;25142875000159;750000.0;SAO FRANCISCO DO SUL;JAPAN
SOYBEANS;25142875000159;21036560.0;SAO FRANCISCO DO SUL;PAKISTAN
SOYBEANS;25142875000159;26604976.0;SAO FRANCISCO DO SUL;TAIWAN
SOYBEANS;25142875000159;9600780.0;SAO FRANCISCO DO SUL;VENEZUELA
SOYBEANS;25142875000230;214953257.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;25142875000230;2500000.0;SAO FRANCISCO DO SUL;TAIWAN
SOYBEANS;25333824000104;23000.0;SANTOS;ANGOLA
SOYBEAN OIL;26280374000100;101729.80099999999;PARANAGUA;INDIA
SOYBEANS;26456135000150;17752.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;26611600191;1534496.0;RIO GRANDE;THAILAND
SOYBEANS;27182806000102;10338433.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;27515154001144;3381183.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;27515154001225;8000000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEAN OIL;27515154001225;1504583.664;PARANAGUA;INDIA
SOYBEANS;28284918000129;495350.0;SANTOS;NETHERLANDS
SOYBEAN OIL;28931179000110;14724.741999999998;RIO DE JANEIRO;COTE D'IVOIRE
SOYBEAN OIL;29332398000145;1031000.0;PARANAGUA;ARGENTINA
SOYBEAN OIL;29332398000145;107452.882;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;29332398000145;2046692.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;29332398000145;21647189.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;29332398000145;13900000.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;29332398000145;4275000.0;BARCARENA;EUROPEAN UNION
SOYBEAN OIL;29332398000145;8982618.43;PARANAGUA;INDIA
SOYBEAN CAKE;29332398000145;40682971.32;SANTOS;INDONESIA
SOYBEAN OIL;29332398000145;515500.0;PARANAGUA;MALAYSIA
SOYBEAN CAKE;29332398000145;776425.48;SANTOS;MYANMAR
SOYBEAN CAKE;29332398000145;332945.985;PARANAGUA;SPAIN
SOYBEANS;29332398000145;80372.0;PARANAGUA;VIETNAM
SOYBEANS;29332398000145;17665925.0;SANTOS;VIETNAM
SOYBEAN CAKE;29332398000226;142484.19999999998;SANTOS;ANGOLA
SOYBEAN CAKE;29332398000226;44909143.42;SANTOS;INDONESIA
SOYBEAN CAKE;29332398000226;29061044.472218744;SANTOS;MYANMAR
SOYBEANS;29332398000226;238450.0;SANTOS;SENEGAL
SOYBEAN CAKE;29332398000226;4640427.899999999;SANTOS;VIETNAM
SOYBEAN CAKE;30927990000179;2632785.313;PARANAGUA;SOUTH KOREA
SOYBEAN CAKE;30927990000179;4174207.509125;PARANAGUA;TURKEY
SOYBEAN OIL;31172045000177;545605.2;SANTOS;VENEZUELA
SOYBEAN OIL;31274384000245;18807.502;SANTOS;UNITED STATES
SOYBEANS;32441636000165;40000000.0;BARCARENA;ALGERIA
SOYBEAN OIL;32441636000165;5670499.999999999;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;32441636000165;133204483.0019531;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;32441636000165;14390797.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;32441636000165;36587648.0;SANTOS;EUROPEAN UNION
SOYBEAN CAKE;32441636000165;72170.0;PARANAGUA;FRANCE
SOYBEAN OIL;32441636000165;6332401.999999999;PARANAGUA;INDIA
SOYBEANS;32441636000165;2988272.0;PARANAGUA;IRAN
SOYBEANS;32441636000165;52500000.0;SAO LUIS;JAPAN
SOYBEAN OIL;32441636000165;618600.0;PARANAGUA;MALAYSIA
SOYBEANS;32441636000165;7000000.0;BARCARENA;MEXICO
SOYBEAN CAKE;32441636000165;2129328.424;PARANAGUA;SOUTH KOREA
SOYBEANS;32441636000165;40000000.0;PARANAGUA;SOUTH KOREA
SOYBEAN CAKE;32441636000165;1680529.9999999998;PARANAGUA;TURKEY
SOYBEANS;32441636000165;11500000.0;SAO LUIS;TURKEY
SOYBEANS;32441636000408;71042312.0;IMBITUBA;CHINA (MAINLAND)
SOYBEANS;32441636000408;20000000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;32441636000408;34000000.0;SANTAREM;MEXICO
SOYBEANS;32441636000408;19425000.0;RIO GRANDE;VIETNAM
SOYBEANS;32441636000599;61234655.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;32441636000599;72139000.0;BARCARENA;IRAN
SOYBEANS;32441636000599;69343000.0;BARCARENA;SAUDI ARABIA
SOYBEANS;32441636000599;69637000.0;SANTOS;SINGAPORE
SOYBEANS;32441636000599;15500000.0;SANTOS;THAILAND
SOYBEAN OIL;32441636000750;2062000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;32441636000750;47540905.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;32441636000750;70400000.0;SANTOS;CHINA (MAINLAND)
SOYBEAN CAKE;32441636000750;1657534.576;PARANAGUA;FRANCE
SOYBEANS;32441636000750;69720000.0;BARCARENA;GIBRALTAR
SOYBEAN OIL;32441636000750;2268199.9999999995;PARANAGUA;INDIA
SOYBEANS;32441636000750;50720000.0;SAO LUIS;JAPAN
SOYBEAN CAKE;32441636000750;1546499.9999999998;PARANAGUA;SPAIN
SOYBEAN CAKE;32441636000750;206200.0;PARANAGUA;TURKEY
SOYBEANS;32441636000750;7500000.0;PARANAGUA;VIETNAM
SOYBEANS;32441636003938;68150000.0;IMBITUBA;CHINA (MAINLAND)
SOYBEANS;32441636004314;10750000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;32441636004900;341065231.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;32441636004900;71500000.0;SAO LUIS;EGYPT
SOYBEANS;32441636004900;22469406.0;SAO LUIS;EUROPEAN UNION
SOYBEANS;32441636004900;66700000.0;BARCARENA;GIBRALTAR
SOYBEANS;32441636004900;71500000.0;SAO LUIS;IRAN
SOYBEANS;32441636004900;68125000.0;SAO LUIS;MAURITIUS
SOYBEANS;32441636004900;66085000.0;SAO LUIS;SAUDI ARABIA
SOYBEANS;32441636004900;17000000.0;SAO LUIS;VIETNAM
SOYBEANS;32441636005396;55140309.0;BARCARENA;ALGERIA
SOYBEANS;32441636005396;261811639.0;BARCARENA;CHINA (MAINLAND)
SOYBEANS;32441636005396;4670520.0;BARCARENA;EUROPEAN UNION
SOYBEANS;32441636005396;20444110.0;BARCARENA;MEXICO
SOYBEANS;32441636005396;69358140.0;BARCARENA;NETHERLANDS
SOYBEANS;32441636005396;45916768.0;BARCARENA;SAUDI ARABIA
SOYBEANS;32441636005396;138360000.0;BARCARENA;SINGAPORE
SOYBEANS;32441636005396;38280605.0;BARCARENA;TURKEY
SOYBEANS;32441636005558;21000000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;32441636005558;337137.0;PARANAGUA;FRANCE
SOYBEAN CAKE;32450692000166;114960.624;SANTOS;BELGIUM
SOYBEAN CAKE;33010786000187;15464999.999999998;PARANAGUA;NETHERLANDS
SOYBEAN OIL;33255787000191;1347035.5229999998;PARANAGUA;BANGLADESH
SOYBEAN OIL;33255787000191;1024413.972;PARANAGUA;EGYPT
SOYBEAN CAKE;33255787000191;6536048.2129999995;PARANAGUA;FRANCE
SOYBEAN OIL;33255787000191;1598002.5739999998;PARANAGUA;INDIA
SOYBEAN CAKE;33255787000191;2790870.605;PARANAGUA;THAILAND
SOYBEAN CAKE;33255787000191;2682919.75;PARANAGUA;TURKEY
SOYBEAN OIL;33255787000272;538527.41721875;PARANAGUA;PAKISTAN
SOYBEAN OIL;34406693000139;140468.59499999994;SANTOS;VENEZUELA
SOYBEANS;34728384000185;66000000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;35393813000173;28300.0;SANTOS;ANGOLA
SOYBEANS;36128106000112;12695433.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN OIL;36138471000108;43302.0;SANTOS;SPAIN
SOYBEAN OIL;36181089000187;216860.54;ITAJAI;PERU
SOYBEAN OIL;36181089000187;54220.28999999999;SAO FRANCISCO DO SUL;PERU
SOYBEANS;37519956000104;5746449.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;38406187034;8906783.0;RIO GRANDE;THAILAND
SOYBEANS;42276907001361;69250000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;43545284000104;19542.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEAN OIL;43823079000325;14629954.936890624;ITAJAI;PERU
SOYBEAN OIL;43823079000325;921792.3559999999;SAO FRANCISCO DO SUL;PERU
SOYBEAN CAKE;43960335008653;45540599.99;PARANAGUA;ROMANIA
SOYBEANS;44209336000134;319379.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;44209336003583;1054749.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN OIL;44242287000131;310351.61999999994;SANTOS;VENEZUELA
SOYBEANS;45902707000121;3529196.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;45902707000121;4514088.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;46548574001171;9657407.0;PARANAGUA;THAILAND
SOYBEANS;47063128000168;1371666.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;47063128009386;5731096.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;47067525000108;1356690.0;SANTANA;ALGERIA
SOYBEAN OIL;47067525000108;7577871.6510000015;PARANAGUA;BANGLADESH
SOYBEANS;47067525000108;5000000.0;PARANAGUA;BANGLADESH
SOYBEANS;47067525000108;60000000.0;SANTOS;BANGLADESH
SOYBEAN OIL;47067525000108;2989900.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;47067525000108;324094692.5;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;47067525000108;1566650.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;47067525000108;7000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEAN OIL;47067525000108;15485475.659999998;PARANAGUA;CUBA
SOYBEAN CAKE;47067525000108;24950200.0;SANTOS;CUBA
SOYBEAN OIL;47067525000108;324067.01300000004;PARANAGUA;EGYPT
SOYBEANS;47067525000108;3000000.0;SAO LUIS;EUROPEAN UNION
SOYBEAN CAKE;47067525000108;29908967.708;PARANAGUA;FRANCE
SOYBEAN OIL;47067525000108;4666974.088;PARANAGUA;INDIA
SOYBEAN CAKE;47067525000108;72667714.219;SANTOS;INDONESIA
SOYBEANS;47067525000108;31064172.0;SANTAREM;ITALY
SOYBEAN OIL;47067525000108;670150.0;PARANAGUA;MOZAMBIQUE
SOYBEANS;47067525000108;223075122.0;PARANAGUA;PAKISTAN
SOYBEAN OIL;47067525000108;520892.13;SANTOS;QATAR
SOYBEAN CAKE;47067525000108;51536271.203999996;PARANAGUA;SLOVENIA
SOYBEAN CAKE;47067525000108;48942794.828;PARANAGUA;SOUTH KOREA
SOYBEAN CAKE;47067525000108;56189499.99999999;SANTOS;SPAIN
SOYBEANS;47067525000108;32199816.0;SANTAREM;TUNISIA
SOYBEAN CAKE;47067525000108;1260437.7089999998;PARANAGUA;TURKEY
SOYBEAN CAKE;47067525000108;8755403.557;SANTOS;VIETNAM
SOYBEANS;47067525000612;10000000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;47067525000612;178288323.0;SANTOS;CHINA (MAINLAND)
SOYBEAN CAKE;47067525000612;1917175.43;SANTOS;INDONESIA
SOYBEANS;47067525000612;5000000.0;SANTOS;PHILIPPINES
SOYBEANS;47067525000612;3500000.0;SANTOS;THAILAND
SOYBEAN CAKE;47067525004871;51962399.99999999;SANTOS;THAILAND
SOYBEANS;47067525005258;4800000.0;VITORIA;CHINA (MAINLAND)
SOYBEANS;47067525005258;5000000.0;SAO LUIS;EUROPEAN UNION
SOYBEAN CAKE;47067525005258;27063750.0;SANTOS;SINGAPORE
SOYBEANS;47067525005258;70010000.0;SANTOS;TAIWAN
SOYBEAN CAKE;47067525005258;21306646.0;SANTOS;VIETNAM
SOYBEAN OIL;47067525005410;824799.9999999999;PARANAGUA;ARGENTINA
SOYBEANS;47067525005410;273429450.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;47067525005410;71017088.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;47067525005410;7800000.0;VITORIA;CHINA (MAINLAND)
SOYBEAN OIL;47067525005410;3092999.9999999995;PARANAGUA;CUBA
SOYBEANS;47067525005410;16721785.0;PARANAGUA;PAKISTAN
SOYBEAN CAKE;47067525005410;23477417.531;PARANAGUA;SLOVENIA
SOYBEAN CAKE;47067525005410;6519124.347999997;PARANAGUA;SOUTH KOREA
SOYBEANS;47067525005410;18000000.0;PARANAGUA;THAILAND
SOYBEAN CAKE;47067525005410;17376812.167999998;PARANAGUA;TURKEY
SOYBEANS;47067525005410;36531020.0;PARANAGUA;TURKEY
SOYBEANS;47067525005410;6500000.0;PARANAGUA;VIETNAM
SOYBEANS;47067525007030;11550000.0;PARANAGUA;BANGLADESH
SOYBEANS;47067525007030;66000000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;47067525007030;45000000.0;SANTAREM;MEXICO
SOYBEANS;47067525007897;249530368.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;47067525007897;66000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;47067525007897;981.0;RIO GRANDE;TAIWAN
SOYBEANS;47067525008192;22209240.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;47067525008192;5040000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEAN CAKE;47067525008192;40518300.0;SANTOS;INDONESIA
SOYBEANS;47067525008435;85498473.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;47067525008435;6700000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;47067525008435;61200000.0;SANTOS;SINGAPORE
SOYBEAN OIL;47067525009750;897132.8979999998;PARANAGUA;BANGLADESH
SOYBEANS;47067525009750;62653669.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;47067525009750;14176007.714999998;PARANAGUA;EUROPEAN UNION
SOYBEAN OIL;47067525009750;206200.0;PARANAGUA;INDIA
SOYBEAN OIL;47067525009750;3319304.4999999995;PARANAGUA;UNITED ARAB EMIRATES
SOYBEANS;47067525009911;12644007.0;PARANAGUA;BANGLADESH
SOYBEANS;47067525009911;741924806.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;47067525009911;66000000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEAN OIL;47067525009911;4639500.0;PARANAGUA;CUBA
SOYBEAN CAKE;47067525009911;74338697.159;PARANAGUA;EUROPEAN UNION
SOYBEAN CAKE;47067525009911;23277796.8575;PARANAGUA;FRANCE
SOYBEAN CAKE;47067525009911;3711600.0;PARANAGUA;GERMANY
SOYBEAN OIL;47067525009911;1846065.281890625;PARANAGUA;INDIA
SOYBEAN OIL;47067525009911;12145695.499999998;PARANAGUA;IRAN
SOYBEANS;47067525009911;60000000.0;SANTAREM;MEXICO
SOYBEAN OIL;47067525009911;196308.586;PARANAGUA;PAKISTAN
SOYBEAN CAKE;47067525009911;941428.782;PARANAGUA;POLAND
SOYBEAN CAKE;47067525009911;27423309.188;PARANAGUA;SINGAPORE
SOYBEAN CAKE;47067525009911;10450828.413999999;PARANAGUA;SOUTH KOREA
SOYBEAN CAKE;47067525009911;33065225.74400001;PARANAGUA;SPAIN
SOYBEAN CAKE;47067525009911;20596035.436;PARANAGUA;THAILAND
SOYBEANS;47067525009911;13778328.0;PARANAGUA;THAILAND
SOYBEAN CAKE;47067525009911;17088802.833499998;PARANAGUA;TURKEY
SOYBEANS;47067525010685;85274540.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;47067525010685;4543060.0;PARANAGUA;PAKISTAN
SOYBEANS;47067525010766;35000000.0;SANTAREM;MEXICO
SOYBEANS;47067525010766;69900000.0;SANTOS;SINGAPORE
SOYBEANS;47067525011142;164900000.0;SANTOS;CHINA (MAINLAND)
SOYBEAN CAKE;47067525011142;19589000.0;SANTOS;INDONESIA
SOYBEANS;47067525011142;6500000.0;SANTOS;JAPAN
SOYBEANS;47067525016101;70691589.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;47067525016101;47703160.0;PARANAGUA;SINGAPORE
SOYBEANS;47067525016292;19950000.0;PARANAGUA;BANGLADESH
SOYBEANS;47067525016616;70226908.0;SALVADOR;CHINA (MAINLAND)
SOYBEANS;47067525016616;2650000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;47067525017000;68677000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;47067525017000;73533198.0;VITORIA;CHINA (MAINLAND)
SOYBEANS;47067525017000;4966802.0;VITORIA;VIETNAM
SOYBEAN CAKE;47067525017426;17077479.876;PARANAGUA;EUROPEAN UNION
SOYBEANS;47067525017426;23856940.0;PARANAGUA;PAKISTAN
SOYBEAN CAKE;47067525017426;2062000.0;PARANAGUA;SOUTH KOREA
SOYBEAN OIL;47067525017426;15464999.999999998;PARANAGUA;UNITED ARAB EMIRATES
SOYBEANS;47067525018589;72500000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;47067525018589;19650000.0;VITORIA;CHINA (MAINLAND)
SOYBEANS;47067525018589;67696000.0;SANTOS;SINGAPORE
SOYBEANS;47067525018589;70825000.0;VITORIA;SINGAPORE
SOYBEANS;47067525018589;23000000.0;SANTOS;THAILAND
SOYBEANS;47067525018589;5030000.0;VITORIA;THAILAND
SOYBEANS;47067525019399;1500000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;47067525019399;13911872.732;PARANAGUA;EUROPEAN UNION
SOYBEAN CAKE;47067525019399;23685261.976;PARANAGUA;FRANCE
SOYBEAN OIL;47067525019399;721699.9999999999;PARANAGUA;INDIA
SOYBEANS;47067525019550;67438224.0;SALVADOR;CHINA (MAINLAND)
SOYBEANS;47067525019550;64938056.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;47067525019550;479419.0;SAO LUIS;MAURITIUS
SOYBEANS;47067525019550;142935000.0;SANTAREM;MEXICO
SOYBEANS;47362751000111;2465459.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;49213747000117;6500000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;49213747009840;32000000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;49213747009840;13600000.0;SAO LUIS;CHINA (MAINLAND)
SOYBEAN CAKE;49213747009840;14427770.697999999;PARANAGUA;EUROPEAN UNION
SOYBEAN CAKE;49213747009840;14330899.999999998;PARANAGUA;GERMANY
SOYBEANS;49213747009840;16045455.0;PARANAGUA;SINGAPORE
SOYBEAN CAKE;49213747009840;22785100.0;PARANAGUA;SPAIN
SOYBEAN OIL;49213747011585;4362295.029999998;PARANAGUA;BANGLADESH
SOYBEAN CAKE;49213747011585;54570454.71600001;PARANAGUA;EUROPEAN UNION
SOYBEAN OIL;49213747011585;1546499.9999999998;PARANAGUA;INDIA
SOYBEAN OIL;49213747011828;7113899.999999999;PARANAGUA;BANGLADESH
SOYBEANS;49213747011828;6850000.0;PARANAGUA;BANGLADESH
SOYBEANS;49213747011828;38870000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;49213747011828;9846050.0;PARANAGUA;FRANCE
SOYBEAN OIL;49213747011828;2257890.0;PARANAGUA;INDIA
SOYBEANS;49213747011828;19661006.0;PARANAGUA;PAKISTAN
SOYBEAN CAKE;49213747011828;30414500.0;PARANAGUA;SLOVENIA
SOYBEAN CAKE;49213747011828;27369590.995;PARANAGUA;SOUTH KOREA
SOYBEAN CAKE;49213747011828;3196099.9999999995;PARANAGUA;TURKEY
SOYBEANS;49213747012557;32050000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;49213747012557;31790000.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEANS;49213747012557;20500000.0;SANTOS;CHINA (MAINLAND)
SOYBEAN CAKE;49213747012557;15258799.999999998;PARANAGUA;FRANCE
SOYBEAN OIL;49213747012557;1514404.97;PARANAGUA;INDIA
SOYBEAN CAKE;49213747012557;11237900.0;SANTOS;INDONESIA
SOYBEAN CAKE;49213747012557;23042850.0;PARANAGUA;SOUTH KOREA
SOYBEANS;49213747012557;4220000.0;VITORIA;THAILAND
SOYBEAN CAKE;49213747012557;1031000.0;PARANAGUA;TURKEY
SOYBEAN CAKE;49213747012557;19370276.443;SANTOS;VIETNAM
SOYBEANS;49213747012980;24600000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEAN CAKE;49213747012980;3299199.9999999995;PARANAGUA;EUROPEAN UNION
SOYBEAN CAKE;49213747012980;1546499.9999999998;PARANAGUA;SOUTH KOREA
SOYBEAN CAKE;50290329000102;20360989.087;VITORIA;INDONESIA
SOYBEAN CAKE;50290329000960;32476500.0;VITORIA;FRANCE
SOYBEAN OIL;50290329000960;2062000.0;PARANAGUA;INDIA
SOYBEAN OIL;50290329000960;1031000.0;PARANAGUA;PAKISTAN
SOYBEANS;50290329002660;29739168.0;VITORIA;FRANCE
SOYBEAN OIL;50290329002660;486216.51505468745;SANTOS;PERU
SOYBEAN OIL;50290329004876;1031000.0;PARANAGUA;INDIA
SOYBEAN CAKE;50290329004876;21640145.632;VITORIA;ROMANIA
SOYBEANS;51086080000180;9166000.0;SANTOS;THAILAND
SOYBEANS;52421294000129;14650000.0;VITORIA;CHINA (MAINLAND)
SOYBEAN CAKE;52717659000167;9534234.36;PARANAGUA;FRANCE
SOYBEAN OIL;53309845000120;6185999.999999999;PARANAGUA;BANGLADESH
SOYBEANS;53309845000120;3000000.0;SANTOS;CHINA (MAINLAND)
SOYBEAN CAKE;53309845000120;1813046.4919999999;PARANAGUA;DENMARK
SOYBEAN OIL;53309845000120;4124000.0;PARANAGUA;INDIA
SOYBEAN CAKE;53309845000120;9330550.0;SANTOS;INDONESIA
SOYBEAN CAKE;53309845000120;176003.04100000003;PARANAGUA;POLAND
SOYBEAN CAKE;53309845000120;15514494.185999999;SANTOS;THAILAND
SOYBEANS;53309845000200;3400000.0;PARANAGUA;IRAN
SOYBEANS;53309845000472;4600000.0;PARANAGUA;IRAN
SOYBEAN OIL;53309845000472;3092999.9999999995;PARANAGUA;MALAYSIA
SOYBEAN CAKE;53359824000461;6435346.318999999;PARANAGUA;FRANCE
SOYBEAN CAKE;53359824000461;4159620.019;PARANAGUA;TURKEY
SOYBEAN CAKE;58551243000106;3711600.0;PARANAGUA;FRANCE
SOYBEAN CAKE;58551243000106;17280149.732;PARANAGUA;TURKEY
SOYBEAN OIL;58551243000289;4520568.994999999;PARANAGUA;INDIA
SOYBEANS;59600643000119;265330.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;60446929000170;1319334.0;RIO GRANDE;CHINA (MAINLAND)
SOYBEAN OIL;60498706000157;11110849.869999995;PARANAGUA;BANGLADESH
SOYBEANS;60498706000157;48001606.0;PARANAGUA;BANGLADESH
SOYBEAN OIL;60498706000157;10310000.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;60498706000157;773009446.0;PARANAGUA;CHINA (MAINLAND)
SOYBEANS;60498706000157;9550000.0;SANTOS;CHINA (MAINLAND)
SOYBEANS;60498706000157;15000000.0;SAO FRANCISCO DO SUL;CHINA (MAINLAND)
SOYBEANS;60498706000157;28185200.0;SAO LUIS;CHINA (MAINLAND)
SOYBEANS;60498706000157;2000000.0;VITORIA;CHINA (MAINLAND)
SOYBEAN CAKE;60498706000157;4124000.0;PARANAGUA;FRANCE
SOYBEAN CAKE;60498706000157;5155000.0;PARANAGUA;GERMANY
