product_type,exporter_cnpj,vol,port_of_export,country_of_destination,level,cnpj8,tax_municipality,cnpj,exporter_cnpj_8,branch,tax_municipality_type
SOYBEANS,2003402009989,60497172.0,BARCARENA,TURKEY,4,2003402,BR-1501303,2003402009989,2003402,Branch 3,logistics hub
SOYBEANS,2003402011290,42000000.0,BARCARENA,ALGERIA,4,2003402,BR-1505502,2003402011290,2003402,Branch 3,logistics hub
SOYBEANS,2003402011290,23000000.0,BARCARENA,CHINA (MAINLAND),4,2003402,BR-1505502,2003402011290,2003402,Branch 3,logistics hub
SOYBEANS,2003402011290,29300000.0,PARANAGUA,CHINA (MAINLAND),4,2003402,BR-1505502,2003402011290,2003402,Branch 3,logistics hub
SOYBEANS,2003402011290,63000000.0,VITORIA,CHINA (MAINLAND),4,2003402,BR-1505502,2003402011290,2003402,Branch 3,logistics hub
SOYBEANS,2003402011290,778220.0,BARCARENA,EUROPEAN UNION,4,2003402,BR-1505502,2003402011290,2003402,Branch 3,logistics hub
SOYBEANS,2003402011290,69829084.0,BARCARENA,GERMANY,4,2003402,BR-1505502,2003402011290,2003402,Branch 3,logistics hub
SOYBEANS,2003402011290,213375612.0,BARCARENA,NETHERLANDS,4,2003402,BR-1505502,2003402011290,2003402,Branch 3,logistics hub
SOYBEANS,2003402011290,15000000.0,BARCARENA,TURKEY,4,2003402,BR-1505502,2003402011290,2003402,Branch 3,logistics hub
SOYBEANS,2003402013900,145960661.0,SAO LUIS,CHINA (MAINLAND),1,2003402,BR-2109007,2003402013900,2003402,Branch 1,logistics hub
SOYBEANS,2003402013900,14800000.0,SAO LUIS,EUROPEAN UNION,1,2003402,BR-2109007,2003402013900,2003402,Branch 1,logistics hub
SOYBEANS,2003402013900,6000000.0,SAO LUIS,MAURITIUS,1,2003402,BR-2109007,2003402013900,2003402,Branch 1,logistics hub
SOYBEAN CAKE,2003402013900,28872977.668,SAO LUIS,ROMANIA,1,2003402,BR-2109007,2003402013900,2003402,Branch 1,logistics hub
SOYBEANS,2003402013900,1700000.0,SAO LUIS,SPAIN,1,2003402,BR-2109007,2003402013900,2003402,Branch 1,logistics hub
SOYBEANS,2003402013900,60500000.0,SAO LUIS,TURKEY,1,2003402,BR-2109007,2003402013900,2003402,Branch 1,logistics hub
SOYBEANS,2072608000157,1877709.0,SALVADOR,SPAIN,1,2072608,BR-5107925,2072608000157,2072608,Branch 1,logistics hub
SOYBEANS,2072608000157,3121292.0,SALVADOR,TAIWAN,1,2072608,BR-5107925,2072608000157,2072608,Branch 1,logistics hub
SOYBEAN OIL,2077618000185,11341000.0,PARANAGUA,BANGLADESH,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN OIL,2077618000185,13918499.999999998,PARANAGUA,CHINA (MAINLAND),1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000185,5155000.0,PARANAGUA,DENMARK,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000185,16818648.356999993,PARANAGUA,EGYPT,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000185,10994638.643,PARANAGUA,EUROPEAN UNION,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000185,8144899.999999999,PARANAGUA,FRANCE,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN OIL,2077618000185,14852316.909000002,PARANAGUA,INDIA,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN OIL,2077618000185,2062000.0,PARANAGUA,MADAGASCAR,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN OIL,2077618000185,1031000.0,PARANAGUA,PAKISTAN,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000185,103100.0,PARANAGUA,POLAND,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000185,17836300.0,PARANAGUA,SOUTH KOREA,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000185,44475660.501,PARANAGUA,SPAIN,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000185,3092999.9999999995,PARANAGUA,THAILAND,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000185,9279000.0,PARANAGUA,TURKEY,1,2077618,BR-5218805,2077618000185,2077618,Branch 1,logistics hub
SOYBEAN OIL,2077618000266,4639500.0,PARANAGUA,BANGLADESH,1,2077618,BR-5218805,2077618000266,2077618,Branch 1,logistics hub
SOYBEAN OIL,2077618000266,21238600.0,PARANAGUA,CHINA (MAINLAND),1,2077618,BR-5218805,2077618000266,2077618,Branch 1,logistics hub
SOYBEAN OIL,2077618000266,19678043.346,PARANAGUA,INDIA,1,2077618,BR-5218805,2077618000266,2077618,Branch 1,logistics hub
SOYBEAN OIL,2077618000266,5155000.0,PARANAGUA,MALAYSIA,1,2077618,BR-5218805,2077618000266,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000266,4124000.0,PARANAGUA,NETHERLANDS,1,2077618,BR-5218805,2077618000266,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000266,42900502.825,PARANAGUA,POLAND,1,2077618,BR-5218805,2077618000266,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000266,44931657.36699999,PARANAGUA,SOUTH KOREA,1,2077618,BR-5218805,2077618000266,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000266,7732499.999999999,PARANAGUA,SPAIN,1,2077618,BR-5218805,2077618000266,2077618,Branch 1,logistics hub
SOYBEAN CAKE,2077618000266,6185999.999999999,PARANAGUA,TURKEY,1,2077618,BR-5218805,2077618000266,2077618,Branch 1,logistics hub
SOYBEAN OIL,2198775000149,67747.01,PARANAGUA,AUSTRALIA,5,2198775,BR-3550308,2198775000149,2198775,out of scope,
SOYBEANS,2219378000610,1459527.0,SAO LUIS,CHINA (MAINLAND),1,2219378,BR-2100055,2219378000610,2219378,Branch 1,logistics hub
SOYBEANS,2290510000176,6227835.0,PARANAGUA,CHINA (MAINLAND),4,2290510,BR-4113700,2290510000176,2290510,out of scope,
SOYBEAN CAKE,2644907000380,2293558.476,PARANAGUA,TURKEY,2,2644907,BR-4101804,2644907000380,2644907,Branch 2,logistics hub
SOYBEANS,2734023000155,22868.0,PARANAGUA,CHINA (MAINLAND),2,2734023,BR-5103403,2734023000155,2734023,Branch 2,logistics hub
SOYBEANS,2734023000236,4136918.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,2734023,BR-5105259,2734023000236,2734023,Branch 2,logistics hub
SOYBEANS,2734023000406,6152946.0,PARANAGUA,CHINA (MAINLAND),4,2734023,BR-4118204,2734023000406,2734023,out of scope,
SOYBEANS,2734023000589,4000000.0,PARANAGUA,CHINA (MAINLAND),2,2734023,BR-5107909,2734023000589,2734023,Branch 2,logistics hub
SOYBEANS,2734023000821,3788.0,PARANAGUA,CHINA (MAINLAND),4,2734023,BR-5105259,2734023000821,2734023,out of scope,
SOYBEANS,2734023000821,6900000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,2734023,BR-5105259,2734023000821,2734023,out of scope,
SOYBEANS,2734023001127,700000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,2734023,BR-5104526,2734023001127,2734023,Branch 2,logistics hub
SOYBEANS,2734023001399,3000000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,2734023,BR-5105259,2734023001399,2734023,Branch 2,logistics hub
SOYBEANS,2734023001984,1300000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,2734023,BR-5103700,2734023001984,2734023,Branch 2,logistics hub
SOYBEANS,2734023002018,2000000.0,PARANAGUA,CHINA (MAINLAND),2,2734023,BR-5104542,2734023002018,2734023,Branch 2,logistics hub
SOYBEANS,2734023002018,2000000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,2734023,BR-5104542,2734023002018,2734023,Branch 2,logistics hub
SOYBEAN CAKE,2734023002018,3957830.637,SANTOS,INDONESIA,2,2734023,BR-5104542,2734023002018,2734023,Branch 2,logistics hub
SOYBEAN CAKE,2734023002018,4546710.0,SANTOS,JAPAN,2,2734023,BR-5104542,2734023002018,2734023,Branch 2,logistics hub
SOYBEANS,2734023003502,4000000.0,PARANAGUA,CHINA (MAINLAND),4,2734023,BR-5108907,2734023003502,2734023,out of scope,
SOYBEANS,2734023003502,3000000.0,SAO LUIS,CHINA (MAINLAND),4,2734023,BR-5108907,2734023003502,2734023,out of scope,
SOYBEAN CAKE,2734023003502,1574014.2969999998,SANTOS,INDONESIA,4,2734023,BR-5108907,2734023003502,2734023,out of scope,
SOYBEANS,2734023003502,2010209.0,SAO FRANCISCO DO SUL,PAKISTAN,4,2734023,BR-5108907,2734023003502,2734023,out of scope,
SOYBEANS,2734023003502,13000000.0,VITORIA,THAILAND,4,2734023,BR-5108907,2734023003502,2734023,out of scope,
SOYBEANS,2734023003685,2000000.0,SAO LUIS,EUROPEAN UNION,4,2734023,BR-1718204,2734023003685,2734023,out of scope,
SOYBEANS,2937632001930,5000000.0,PARANAGUA,CHINA (MAINLAND),4,2937632,BR-5102686,2937632001930,2937632,out of scope,
SOYBEAN OIL,2987873000165,1031000.0,PARANAGUA,MALAYSIA,1,2987873,BR-4309902,2987873000165,2987873,Branch 1,logistics hub
SOYBEAN OIL,2987873000408,515500.0,PARANAGUA,CHINA (MAINLAND),3,2987873,BR-4312617,2987873000408,2987873,Branch 3,logistics hub
SOYBEAN OIL,2987873000408,1031000.0,PARANAGUA,INDIA,3,2987873,BR-4312617,2987873000408,2987873,Branch 3,logistics hub
SOYBEAN CAKE,2987873000408,5504601.789999999,SANTOS,INDONESIA,3,2987873,BR-4312617,2987873000408,2987873,Branch 3,logistics hub
SOYBEAN OIL,2990334000185,515500.0,PARANAGUA,BANGLADESH,2,2990334,BR-4320909,2990334000185,2990334,Branch 2,logistics hub
SOYBEAN OIL,2990334000185,515500.0,PARANAGUA,CHINA (MAINLAND),2,2990334,BR-4320909,2990334000185,2990334,Branch 2,logistics hub
SOYBEAN OIL,2990334000690,515500.0,PARANAGUA,CHINA (MAINLAND),2,2990334,BR-4320909,2990334000690,2990334,Branch 2,logistics hub
SOYBEAN OIL,2990334001408,1546499.9999999998,PARANAGUA,INDIA,3,2990334,BR-4321956,2990334001408,2990334,out of scope,
SOYBEAN OIL,2990334001408,515500.0,PARANAGUA,MALAYSIA,3,2990334,BR-4321956,2990334001408,2990334,out of scope,
SOYBEANS,3086181000109,30000000.0,MANAUS,NORWAY,3,3086181,BR-3550308,3086181000109,3086181,out of scope,
SOYBEANS,3209087000876,169699999.0,PARANAGUA,CHINA (MAINLAND),4,3209087,BR-4118204,3209087000876,3209087,out of scope,
SOYBEAN CAKE,3209087000876,676451.4720000001,PARANAGUA,FRANCE,4,3209087,BR-4118204,3209087000876,3209087,out of scope,
SOYBEANS,3209087000876,4000000.0,PARANAGUA,IRAN,4,3209087,BR-4118204,3209087000876,3209087,out of scope,
SOYBEANS,3209087000876,2000000.0,PARANAGUA,VIETNAM,4,3209087,BR-4118204,3209087000876,3209087,out of scope,
SOYBEANS,3209087000957,20000000.0,IMBITUBA,CHINA (MAINLAND),4,3209087,BR-3504008,3209087000957,3209087,out of scope,
SOYBEANS,3209087001090,188464694.0,IMBITUBA,CHINA (MAINLAND),4,3209087,BR-4207304,3209087001090,3209087,out of scope,
SOYBEANS,3209087001090,27003800.0,IMBITUBA,NETHERLANDS,4,3209087,BR-4207304,3209087001090,3209087,out of scope,
SOYBEANS,3209087001090,204283108.0,IMBITUBA,PAKISTAN,4,3209087,BR-4207304,3209087001090,3209087,out of scope,
SOYBEAN CAKE,3347747000109,2289960.286,PARANAGUA,EUROPEAN UNION,4,3347747,BR-5218904,3347747000109,3347747,out of scope,
SOYBEAN CAKE,3498116000271,3443784.347,RIO GRANDE,VIETNAM,3,3498116,BR-4207684,3498116000271,3498116,out of scope,
SOYBEANS,3902252001095,71000000.0,SAO LUIS,CHINA (MAINLAND),4,3902252,BR-3550308,3902252001095,3902252,out of scope,
SOYBEAN OIL,3937452000192,1031000.0,PARANAGUA,ARGENTINA,5,3937452,BR-5205000,3937452000192,3937452,out of scope,
SOYBEAN CAKE,3937452000192,12300223.841999998,PARANAGUA,FRANCE,5,3937452,BR-5205000,3937452000192,3937452,out of scope,
SOYBEANS,4409153000148,5000000.0,PARANAGUA,CHINA (MAINLAND),1,4409153,BR-4106902,4409153000148,4409153,Branch 1,logistics hub
SOYBEAN CAKE,4409153000148,22808813.0,PARANAGUA,EUROPEAN UNION,1,4409153,BR-4106902,4409153000148,4409153,Branch 1,logistics hub
SOYBEAN CAKE,4409153000148,20104500.0,PARANAGUA,FRANCE,1,4409153,BR-4106902,4409153000148,4409153,Branch 1,logistics hub
SOYBEAN OIL,4409153000148,257750.0,PARANAGUA,INDIA,1,4409153,BR-4106902,4409153000148,4409153,Branch 1,logistics hub
SOYBEAN CAKE,4409153000148,1031000.0,PARANAGUA,POLAND,1,4409153,BR-4106902,4409153000148,4409153,Branch 1,logistics hub
SOYBEAN CAKE,4409153000148,28868000.0,PARANAGUA,SOUTH KOREA,1,4409153,BR-4106902,4409153000148,4409153,Branch 1,logistics hub
SOYBEAN CAKE,4409153000148,6701499.999999999,PARANAGUA,THAILAND,1,4409153,BR-4106902,4409153000148,4409153,Branch 1,logistics hub
SOYBEAN CAKE,4409153000148,23197500.0,PARANAGUA,TURKEY,1,4409153,BR-4106902,4409153000148,4409153,Branch 1,logistics hub
SOYBEANS,4409153000733,100000.0,PARANAGUA,CHINA (MAINLAND),1,4409153,BR-5103403,4409153000733,4409153,Branch 1,logistics hub
SOYBEAN CAKE,4409153000733,6185999.999999999,PARANAGUA,TURKEY,1,4409153,BR-5103403,4409153000733,4409153,Branch 1,logistics hub
SOYBEAN CAKE,4463344000198,19618682.49,SANTOS,INDONESIA,1,4463344,BR-4200556,4463344000198,4463344,Branch 1,logistics hub
SOYBEAN OIL,4463344001240,1386871.301,PARANAGUA,BANGLADESH,2,4463344,BR-5102637,4463344001240,4463344,Branch 2,logistics hub
SOYBEAN OIL,4463344001240,1730381.9430000002,PARANAGUA,INDIA,2,4463344,BR-5102637,4463344001240,4463344,Branch 2,logistics hub
SOYBEAN CAKE,4470137000160,251893.91999999995,ITAJAI,ARGENTINA,5,4470137,BR-3550308,4470137000160,4470137,out of scope,
SOYBEANS,4485210000178,126000000.0,BARCARENA,CHINA (MAINLAND),4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,63000000.0,RIO GRANDE,CHINA (MAINLAND),4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,185480346.0,SANTOS,CHINA (MAINLAND),4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEAN CAKE,4485210000178,732.01,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,122816032.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,74744434.0,SAO LUIS,CHINA (MAINLAND),4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,24608289.0,VITORIA,CHINA (MAINLAND),4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,15032300.998046877,BARCARENA,EUROPEAN UNION,4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,24000000.0,SANTOS,EUROPEAN UNION,4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,13000000.0,SAO LUIS,EUROPEAN UNION,4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,12000000.0,BARCARENA,ROMANIA,4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,57975000.0,SANTOS,SINGAPORE,4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,13400000.0,VITORIA,THAILAND,4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,10614512.0,BARCARENA,TURKEY,4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,3000000.0,SAO LUIS,TURKEY,4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,22000000.0,SAO FRANCISCO DO SUL,VENEZUELA,4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000178,9500000.0,SAO LUIS,VIETNAM,4,4485210,BR-3550308,4485210000178,4485210,out of scope,
SOYBEANS,4485210000259,68380000.0,BARCARENA,SOUTH AFRICA,4,4485210,BR-5107925,4485210000259,4485210,out of scope,
SOYBEANS,4485210000330,664254819.0,PARANAGUA,CHINA (MAINLAND),4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,34419336.0,RIO GRANDE,CHINA (MAINLAND),4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,66000000.0,SANTOS,CHINA (MAINLAND),4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,10969455.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,8000000.0,SAO LUIS,CHINA (MAINLAND),4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,6950633.0,VITORIA,CHINA (MAINLAND),4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,5000000.0,SAO LUIS,EUROPEAN UNION,4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,12500000.0,PARANAGUA,INDONESIA,4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,1400000.0,PARANAGUA,IRAN,4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEAN CAKE,4485210000330,1031000.0,PARANAGUA,SOUTH KOREA,4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,3000000.0,PARANAGUA,SOUTH KOREA,4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,5000000.0,SAO LUIS,SPAIN,4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEAN CAKE,4485210000330,2203549.083,PARANAGUA,THAILAND,4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000330,66000000.0,SAO LUIS,THAILAND,4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEAN CAKE,4485210000330,33462.13801367187,PARANAGUA,TURKEY,4,4485210,BR-4118204,4485210000330,4485210,out of scope,
SOYBEANS,4485210000682,322268048.0,RIO GRANDE,CHINA (MAINLAND),4,4485210,BR-4315602,4485210000682,4485210,out of scope,
SOYBEANS,4485210000682,40600000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,4485210,BR-4315602,4485210000682,4485210,out of scope,
SOYBEANS,4485210000682,1200000.0,SAO LUIS,CHINA (MAINLAND),4,4485210,BR-4315602,4485210000682,4485210,out of scope,
SOYBEANS,4485210000682,19000000.0,RIO GRANDE,TAIWAN,4,4485210,BR-4315602,4485210000682,4485210,out of scope,
SOYBEANS,4485210000682,3000000.0,SAO FRANCISCO DO SUL,TAIWAN,4,4485210,BR-4315602,4485210000682,4485210,out of scope,
SOYBEANS,4485210000763,60000000.0,BARCARENA,CHINA (MAINLAND),4,4485210,BR-2919553,4485210000763,4485210,out of scope,
SOYBEANS,4485210000763,137913322.0,SALVADOR,CHINA (MAINLAND),4,4485210,BR-2919553,4485210000763,4485210,out of scope,
SOYBEANS,4485210000763,8000000.0,SALVADOR,TAIWAN,4,4485210,BR-2919553,4485210000763,4485210,out of scope,
SOYBEANS,4485210000763,55000000.0,BARCARENA,TURKEY,4,4485210,BR-2919553,4485210000763,4485210,out of scope,
SOYBEANS,4485210001140,8000000.0,BARCARENA,ALGERIA,4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001140,32888000.0,SANTANA,ALGERIA,4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001140,47000000.0,BARCARENA,CHINA (MAINLAND),4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001140,300954810.0,SANTOS,CHINA (MAINLAND),4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001140,3159877.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001140,21389000.0,VITORIA,CHINA (MAINLAND),4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001140,5000000.0,SANTOS,JAPAN,4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001140,22000000.0,SANTOS,TAIWAN,4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001140,7500000.0,SANTOS,THAILAND,4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001140,53520000.0,BARCARENA,TURKEY,4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001140,32508330.0,SANTANA,TURKEY,4,4485210,BR-3548500,4485210001140,4485210,out of scope,
SOYBEANS,4485210001816,69300000.0,BARCARENA,CHINA (MAINLAND),4,4485210,BR-4110706,4485210001816,4485210,out of scope,
SOYBEANS,4485210001816,10000000.0,PARANAGUA,CHINA (MAINLAND),4,4485210,BR-4110706,4485210001816,4485210,out of scope,
SOYBEAN CAKE,4485210001816,15424185.803,PARANAGUA,EUROPEAN UNION,4,4485210,BR-4110706,4485210001816,4485210,out of scope,
SOYBEANS,4485210001816,20000000.0,BARCARENA,SPAIN,4,4485210,BR-4110706,4485210001816,4485210,out of scope,
SOYBEANS,4485210002383,65035000.0,SANTOS,CHINA (MAINLAND),4,4485210,BR-5107040,4485210002383,4485210,out of scope,
SOYBEANS,4485210002383,3000000.0,VITORIA,CHINA (MAINLAND),4,4485210,BR-5107040,4485210002383,4485210,out of scope,
SOYBEAN CAKE,4485210002383,2746887.114,PARANAGUA,EUROPEAN UNION,4,4485210,BR-5107040,4485210002383,4485210,out of scope,
SOYBEAN CAKE,4749583000109,1920460.196,PARANAGUA,EUROPEAN UNION,5,4749583,BR-4124020,4749583000109,4749583,out of scope,
SOYBEANS,4854422000185,5000000.0,PARANAGUA,CHINA (MAINLAND),1,4854422,BR-5107040,4854422000185,4854422,Branch 1,logistics hub
SOYBEAN CAKE,4854422000185,13711005.064,RIO GRANDE,INDONESIA,1,4854422,BR-5107040,4854422000185,4854422,Branch 1,logistics hub
SOYBEAN CAKE,4854422000690,4789269.245999998,RIO GRANDE,VIETNAM,4,4854422,BR-4106902,4854422000690,4854422,Branch 3,logistics hub
SOYBEANS,5056082000100,2000000.0,PARANAGUA,CHINA (MAINLAND),4,5056082,BR-4103222,5056082000100,5056082,out of scope,
SOYBEANS,5197599000119,5972801.0,RIO GRANDE,CHINA (MAINLAND),2,5197599,BR-5102678,5197599000119,5197599,Branch 2,logistics hub
SOYBEAN CAKE,5197599000119,26459165.414,SALVADOR,SOUTH KOREA,2,5197599,BR-5102678,5197599000119,5197599,Branch 2,logistics hub
SOYBEAN CAKE,5197599000119,7231946.4070000015,RIO GRANDE,VIETNAM,2,5197599,BR-5102678,5197599000119,5197599,Branch 2,logistics hub
SOYBEAN CAKE,5252578000159,110795.384,RIO GRANDE,INDONESIA,3,5252578,BR-4303509,5252578000159,5252578,out of scope,
SOYBEAN CAKE,5252578000159,82583.09999999999,RIO GRANDE,PAKISTAN,3,5252578,BR-4303509,5252578000159,5252578,out of scope,
SOYBEANS,5257285000164,184420.0,PARANAGUA,FINLAND,1,5257285,BR-4104501,5257285000164,5257285,Branch 1,logistics hub
SOYBEAN CAKE,5257285000164,2490511.437,PARANAGUA,FRANCE,1,5257285,BR-4104501,5257285000164,5257285,Branch 1,logistics hub
SOYBEAN OIL,5257285000164,503927.0270136718,PARANAGUA,NETHERLANDS,1,5257285,BR-4104501,5257285000164,5257285,Branch 1,logistics hub
SOYBEAN CAKE,5257285000164,802195.325,PARANAGUA,NORWAY,1,5257285,BR-4104501,5257285000164,5257285,Branch 1,logistics hub
SOYBEANS,5257285000164,63420.0,PARANAGUA,THAILAND,1,5257285,BR-4104501,5257285000164,5257285,Branch 1,logistics hub
SOYBEAN OIL,5257285000164,97924.38,PARANAGUA,UNITED STATES,1,5257285,BR-4104501,5257285000164,5257285,Branch 1,logistics hub
SOYBEANS,5257285000164,209780.0,PARANAGUA,UNITED STATES,1,5257285,BR-4104501,5257285000164,5257285,Branch 1,logistics hub
SOYBEANS,5257285000245,42310.0,PARANAGUA,THAILAND,4,5257285,BR-4118204,5257285000245,5257285,Branch 3,logistics hub
SOYBEAN OIL,5257285000245,58911.34,PARANAGUA,UNITED STATES,4,5257285,BR-4118204,5257285000245,5257285,Branch 3,logistics hub
